gene	CHROM	gene_start	gene_end	gene_length	gene_ensembl
PCDH9-AS2	13	66825168	66915031	89863	ENSG00000228842
PCDH9-AS3	13	66977431	66985776	8345	ENSG00000225263
PCDH9-AS4	13	66990885	67002007	11122	ENSG00000233840
ENSG00000285588	13	67121080	67156624	35544	ENSG00000285588
LINC00364	13	67326176	67379994	53818	ENSG00000230040
ENSG00000287876	13	67577623	67787804	210181	ENSG00000287876
ENSG00000286820	13	68025838	68037131	11293	ENSG00000286820
LINC00550	13	68861283	68885325	24042	ENSG00000281778
LINC02342	13	68878379	68893573	15194	ENSG00000280580
LINC00383	13	69221865	69322190	100325	ENSG00000235221
KLHL1	13	69700593	70108493	407900	ENSG00000150361
ATXN8OS	13	70107212	70171738	64526	ENSG00000230223
LINC00348	13	71015041	71168417	153376	ENSG00000226846
DACH1	13	71437965	71867204	429239	ENSG00000276644
MZT1	13	72708366	72727629	19263	ENSG00000204899
BORA	13	72727748	72756198	28450	ENSG00000136122
DIS3	13	72752168	72782096	29928	ENSG00000083520
PIBF1	13	72782132	73016461	234329	ENSG00000083535
KLF5	13	73054975	73077541	22566	ENSG00000102554
LINC00393	13	73413472	73661891	248419	ENSG00000224853
LINC00392	13	73564243	73588070	23827	ENSG00000228295
KLF12	13	73686088	74134404	448316	ENSG00000118922
ENSG00000279463	13	73844682	73845130	448	ENSG00000279463
LINC00402	13	74231400	74259976	28576	ENSG00000235532
ENSG00000286330	13	74288069	74408810	120741	ENSG00000286330
ENSG00000289644	13	74304639	74306050	1411	ENSG00000289644
ENSG00000177596	13	74412956	74419115	6159	ENSG00000177596
LINC00381	13	74419157	74444735	25578	ENSG00000226240
LINC00347	13	74552502	74565445	12943	ENSG00000236678
LINC01078	13	75250479	75252012	1533	ENSG00000223880
TBC1D4	13	75283502	75482169	198667	ENSG00000136111
ENSG00000225203	13	75375510	75377294	1784	ENSG00000225203
COMMD6	13	75525213	75549439	24226	ENSG00000188243
UCHL3	13	75549482	75606020	56538	ENSG00000118939
LMO7-AS1	13	75604699	75635994	31295	ENSG00000261105
LMO7	13	75620433	75859870	239437	ENSG00000136153
ENSG00000228444	13	75631270	75632135	865	ENSG00000228444
LMO7DN	13	75871037	75883811	12774	ENSG00000178734
LMO7DN-IT1	13	75876885	75881127	4242	ENSG00000223458
LINC00561	13	75932394	75935132	2738	ENSG00000261206
LINC01034	13	76013022	76014501	1479	ENSG00000224933
ENSG00000285572	13	76552806	76846524	293718	ENSG00000285572
ENSG00000287018	13	76664143	76693051	28908	ENSG00000287018
ENSG00000284809	13	76833838	76846594	12756	ENSG00000284809
KCTD12	13	76880174	76886405	6231	ENSG00000178695
ENSG00000278727	13	76887550	76891135	3585	ENSG00000278727
ACOD1	13	76948510	76958638	10128	ENSG00000102794
CLN5	13	76990659	77019143	28484	ENSG00000102805
FBXL3	13	76992597	77027195	34598	ENSG00000005812
MYCBP2-AS1	13	77026766	77129717	102951	ENSG00000236051
ENSG00000274898	13	77027943	77028482	539	ENSG00000274898
MYCBP2	13	77042473	77327094	284621	ENSG00000005810
MYCBP2-AS2	13	77080510	77081190	680	ENSG00000229521
ENSG00000288716	13	77326904	77326988	84	ENSG00000288716
ENSG00000285714	13	77417820	77422847	5027	ENSG00000285714
SCEL	13	77535673	77645263	109590	ENSG00000136155
ENSG00000287270	13	77569174	77586812	17638	ENSG00000287270
SCEL-AS1	13	77599754	77606551	6797	ENSG00000224347
SLAIN1	13	77697686	77764242	66556	ENSG00000139737
EDNRB-AS1	13	77779722	77844145	64423	ENSG00000225579
EDNRB	13	77895480	77975529	80049	ENSG00000136160
OBI1-AS1	13	77919688	78617328	697640	ENSG00000234377
ENSG00000233379	13	77939015	77975539	36524	ENSG00000233379
LINC01069	13	77979816	77997881	18065	ENSG00000236133
LINC00446	13	77997908	78053604	55696	ENSG00000229249
ENSG00000235625	13	78275719	78277514	1795	ENSG00000235625
ENSG00000271776	13	78596128	78599619	3491	ENSG00000271776
POU4F1	13	78598361	78603552	5191	ENSG00000152192
OBI1	13	78614288	78659155	44867	ENSG00000152193
LINC00331	13	78786271	78840051	53780	ENSG00000225427
RBM26	13	79311823	79406477	94654	ENSG00000139746
RBM26-AS1	13	79406292	79427317	21025	ENSG00000227354
NDFIP2-AS1	13	79477363	79481231	3868	ENSG00000232132
NDFIP2	13	79481154	79556077	74923	ENSG00000102471
LINC01068	13	79566677	79571445	4768	ENSG00000227676
ENSG00000285902	13	79637432	79667344	29912	ENSG00000285902
LINC01038	13	79804417	79805685	1268	ENSG00000229011
LINC00382	13	79872585	79918042	45457	ENSG00000229175
ENSG00000284196	13	79941530	80074640	133110	ENSG00000284196
LINC01080	13	80011076	80028283	17207	ENSG00000281721
ENSG00000285684	13	80115732	80134368	18636	ENSG00000285684
SPRY2	13	80335975	80341126	5151	ENSG00000136158
ENSG00000286746	13	80697176	81017737	320561	ENSG00000286746
LINC00377	13	81018175	81044691	26516	ENSG00000229246
LINC00564	13	81225864	81226983	1119	ENSG00000260094
ENSG00000229309	13	81250437	81302407	51970	ENSG00000229309
ENSG00000286385	13	82778207	83102335	324128	ENSG00000286385
ENSG00000286446	13	83650248	83654789	4541	ENSG00000286446
SLITRK1	13	83877204	83882474	5270	ENSG00000178235
ENSG00000285680	13	83877887	83895211	17324	ENSG00000285680
ENSG00000286284	13	83996172	83997597	1425	ENSG00000286284
ENSG00000285742	13	84063105	84069408	6303	ENSG00000285742
ENSG00000288016	13	84086738	84448603	361865	ENSG00000288016
LINC00333	13	84562363	84563236	873	ENSG00000233349
ENSG00000288038	13	84867513	84902424	34911	ENSG00000288038
ENSG00000287438	13	85046000	85050096	4096	ENSG00000287438
LINC00375	13	85065086	85078920	13834	ENSG00000226370
ENSG00000286906	13	85144622	85148121	3499	ENSG00000286906
LINC00351	13	85363600	85544570	180970	ENSG00000226317
ENSG00000285834	13	85693936	85783203	89267	ENSG00000285834
SLITRK6	13	85792789	85806683	13894	ENSG00000184564
ENSG00000232252	13	86060812	86170890	110078	ENSG00000232252
ENSG00000287880	13	86402981	86462734	59753	ENSG00000287880
LINC00430	13	86909585	86937108	27523	ENSG00000233528
ENSG00000285699	13	87423492	87458407	34915	ENSG00000285699
ENSG00000232636	13	87427199	87447235	20036	ENSG00000232636
MIR4500HG	13	87427213	87674235	247022	ENSG00000228824
ENSG00000272515	13	87607906	87609234	1328	ENSG00000272515
SLITRK5	13	87671370	87696272	24902	ENSG00000165300
LINC00397	13	87801035	87803808	2773	ENSG00000223404
ENSG00000272046	13	87807633	87811232	3599	ENSG00000272046
LINC00373	13	88142866	88236082	93216	ENSG00000231019
ENSG00000285811	13	88472150	88477267	5117	ENSG00000285811
LINC00433	13	88494788	88607814	113026	ENSG00000229443
ENSG00000286422	13	88522184	88569261	47077	ENSG00000286422
LINC00560	13	88626852	88630397	3545	ENSG00000261666
ENSG00000288552	13	89141799	89163186	21387	ENSG00000288552
LINC00440	13	89181323	89280240	98917	ENSG00000234660
LINC01047	13	89214846	89236890	22044	ENSG00000232225
LINC02336	13	89402397	89818453	416056	ENSG00000271395
LINC01040	13	89477607	89500509	22902	ENSG00000226037
LINC00353	13	89548690	89553804	5114	ENSG00000236176
LINC00559	13	90060246	90119719	59473	ENSG00000261446
LINC01049	13	90493286	90535080	41794	ENSG00000234384
LINC00410	13	90890953	90926597	35644	ENSG00000231674
LINC00380	13	91087253	91089593	2340	ENSG00000234625
LINC00379	13	91127612	91131407	3795	ENSG00000229557
MIR17HG	13	91347685	91397592	49907	ENSG00000215417
ENSG00000292285	13	91351393	91360129	8736	ENSG00000292285
GPC5	13	91398620	92873682	1475062	ENSG00000179399
ENSG00000282997	13	91994517	91996523	2006	ENSG00000282997
GPC5-AS2	13	92339793	92379536	39743	ENSG00000232885
GPC5-IT1	13	92484605	92510094	25489	ENSG00000236240
ENSG00000287159	13	92610645	92677725	67080	ENSG00000287159
GPC5-AS1	13	92701388	92721614	20226	ENSG00000235984
LINC00363	13	93032971	93057926	24955	ENSG00000232849
ENSG00000288001	13	93150622	93157452	6830	ENSG00000288001
ENSG00000278177	13	93226611	93227317	706	ENSG00000278177
GPC6	13	93226806	94408020	1181214	ENSG00000183098
ENSG00000286843	13	93309668	93311063	1395	ENSG00000286843
GPC6-AS2	13	93818423	93836144	17721	ENSG00000224394
GPC6-AS1	13	94154192	94187991	33799	ENSG00000236520
ENSG00000289204	13	94232986	94235379	2393	ENSG00000289204
DCT	13	94436810	94479682	42872	ENSG00000080166
ENSG00000289878	13	94548738	94549335	597	ENSG00000289878
TGDS	13	94574053	94596242	22189	ENSG00000088451
GPR180	13	94601856	94634661	32805	ENSG00000152749
LINC00391	13	94698724	94708489	9765	ENSG00000238230
SOX21-AS1	13	94703453	94803430	99977	ENSG00000227640
SOX21	13	94709621	94712545	2924	ENSG00000125285
LINC00557	13	94960040	94961319	1279	ENSG00000260962
ENSG00000287635	13	94960770	95007420	46650	ENSG00000287635
ABCC4	13	95019834	95301475	281641	ENSG00000125257
ENSG00000289887	13	95273962	95278207	4245	ENSG00000289887
CLDN10	13	95433603	95579759	146156	ENSG00000134873
CLDN10-AS1	13	95479443	95533910	54467	ENSG00000223392
DZIP1	13	95578201	95644706	66505	ENSG00000134874
DNAJC3-DT	13	95648710	95676973	28263	ENSG00000247400
DNAJC3	13	95677138	95794988	117850	ENSG00000102580
ENSG00000276809	13	95744725	95745765	1040	ENSG00000276809
UGGT2	13	95801579	96053482	251903	ENSG00000102595
HS6ST3	13	96090106	96839562	749456	ENSG00000185352
ENSG00000272329	13	96948017	96949584	1567	ENSG00000272329
OXGR1	13	96985712	96994730	9018	ENSG00000165621
LINC00456	13	97168750	97187578	18828	ENSG00000233124
MBNL2	13	97221433	97394120	172687	ENSG00000139793
ENSG00000286334	13	97278767	97295400	16633	ENSG00000286334
ENSG00000286416	13	97405168	97433994	28826	ENSG00000286416
RAP2A	13	97434168	97469128	34960	ENSG00000125249
ENSG00000276573	13	97435945	97436168	223	ENSG00000276573
ENSG00000276704	13	97437267	97437630	363	ENSG00000276704
ENSG00000226134	13	97675010	97677963	2953	ENSG00000226134
ENSG00000286544	13	97725171	97730339	5168	ENSG00000286544
ENSG00000270725	13	97939355	97953539	14184	ENSG00000270725
IPO5	13	97953657	98024296	70639	ENSG00000065150
FARP1	13	98142561	98455176	312615	ENSG00000152767
RNF113B	13	98175784	98177269	1485	ENSG00000139797
ENSG00000269189	13	98233649	98234700	1051	ENSG00000269189
ENSG00000269599	13	98329654	98333236	3582	ENSG00000269599
FARP1-AS1	13	98435404	98435840	436	ENSG00000231194
STK24	13	98445184	98577940	132756	ENSG00000102572
STK24-AS1	13	98577243	98578830	1587	ENSG00000224418
SLC15A1	13	98683800	98752672	68872	ENSG00000088386
DOCK9	13	98793428	99086625	293197	ENSG00000088387
DOCK9-AS1	13	98832083	98834629	2546	ENSG00000229918
DOCK9-DT	13	99087818	99088625	807	ENSG00000260992
UBAC2-AS1	13	99181222	99200757	19535	ENSG00000228889
UBAC2	13	99200773	99386504	185731	ENSG00000134882
GPR18	13	99254731	99261744	7013	ENSG00000125245
GPR183	13	99294538	99307399	12861	ENSG00000169508
ENSG00000290577	13	99404683	99417224	12541	ENSG00000290577
ENSG00000285448	13	99429210	99432702	3492	ENSG00000285448
TM9SF2	13	99446310	99564048	117738	ENSG00000125304
LINC01232	13	99486961	99499306	12345	ENSG00000280734
LINC00449	13	99499726	99501052	1326	ENSG00000203441
LINC01039	13	99577111	99580368	3257	ENSG00000234168
ENSG00000287746	13	99584013	99590508	6495	ENSG00000287746
CLYBL	13	99606668	99909459	302791	ENSG00000125246
CLYBL-AS2	13	99690080	99690971	891	ENSG00000227659
CLYBL-AS1	13	99726244	99728971	2727	ENSG00000234303
ENSG00000288581	13	99835812	99841250	5438	ENSG00000288581
ENSG00000286757	13	99841878	99957659	115781	ENSG00000286757
ZIC5	13	99962963	99971767	8804	ENSG00000139800
ENSG00000288060	13	99973525	99980034	6509	ENSG00000288060
ZIC2	13	99981783	99986765	4982	ENSG00000043355
LINC00554	13	99994898	99997909	3011	ENSG00000260738
PCCA-DT	13	100053073	100088972	35899	ENSG00000274605
PCCA	13	100089014	100530437	441423	ENSG00000175198
ENSG00000287330	13	100338981	100364959	25978	ENSG00000287330
PCCA-AS1	13	100464439	100481205	16766	ENSG00000234650
GGACT	13	100530163	100589528	59365	ENSG00000134864
ENSG00000224356	13	100535740	100587146	51406	ENSG00000224356
ENSG00000280169	13	100537364	100539567	2203	ENSG00000280169
TMTC4	13	100603624	100675093	71469	ENSG00000125247
ENSG00000289594	13	100675059	100676887	1828	ENSG00000289594
NALCN-AS1	13	100708324	101059286	350962	ENSG00000233009
LINC00411	13	100934022	100944553	10531	ENSG00000229599
NALCN	13	101053775	101416508	362733	ENSG00000102452
ITGBL1	13	101452592	101720856	268264	ENSG00000198542
FGF14	13	101710803	102402457	691654	ENSG00000102466
ENSG00000276012	13	101717563	101723106	5543	ENSG00000276012
FGF14-IT1	13	102292326	102394519	102193	ENSG00000243319
FGF14-AS1	13	102367538	102373666	6128	ENSG00000234445
FGF14-AS2	13	102394611	102395707	1096	ENSG00000272143
LINC00555	13	102589371	102589813	442	ENSG00000261057
ENSG00000276957	13	102593337	102593873	536	ENSG00000276957
TPP2	13	102596957	102679958	83001	ENSG00000134900
METTL21C	13	102685746	102695044	9298	ENSG00000139780
CCDC168	13	102729366	102759072	29706	ENSG00000175820
ENSG00000286312	13	102760022	102766653	6631	ENSG00000286312
TEX30	13	102765887	102773811	7924	ENSG00000151287
POGLUT2	13	102784280	102799040	14760	ENSG00000134901
BIVM	13	102799118	102841533	42415	ENSG00000134897
ERCC5	13	102845830	102875995	30165	ENSG00000134899
METTL21EP	13	102880039	102896033	15994	ENSG00000250878
ENSG00000272542	13	102888857	102889834	977	ENSG00000272542
ENSG00000278445	13	102903338	102904000	662	ENSG00000278445
SLC10A2	13	103043997	103066417	22420	ENSG00000125255
ENSG00000285789	13	103343659	103396450	52791	ENSG00000285789
LINC01309	13	103420824	103428298	7474	ENSG00000234551
ENSG00000287734	13	104125929	104134257	8328	ENSG00000287734
ENSG00000286929	13	105410815	105414224	3409	ENSG00000286929
DAOA-AS1	13	105459054	105505681	46627	ENSG00000232307
DAOA	13	105465866	105491034	25168	ENSG00000182346
ENSG00000289454	13	105597203	105599561	2358	ENSG00000289454
ENSG00000280455	13	105690428	105702689	12261	ENSG00000280455
LINC00343	13	105702698	105797539	94841	ENSG00000226620
ENSG00000287923	13	105950291	106064069	113778	ENSG00000287923
ENSG00000286780	13	106232130	106371082	138952	ENSG00000286780
LINC00460	13	106374476	106384315	9839	ENSG00000233532
EFNB2	13	106489744	106535662	45918	ENSG00000125266
ENSG00000284966	13	106491146	106521630	30484	ENSG00000284966
ENSG00000274204	13	106506045	106506713	668	ENSG00000274204
ARGLU1	13	106541672	106568137	26465	ENSG00000134884
LINC00551	13	106568207	106716679	148472	ENSG00000272274
LINC00443	13	106653896	106672177	18281	ENSG00000230156
ENSG00000287546	13	106753246	106757065	3819	ENSG00000287546
ENSG00000278698	13	106773622	106774279	657	ENSG00000278698
ENSG00000277863	13	106903149	106904099	950	ENSG00000277863
ENSG00000285643	13	106955688	106961392	5704	ENSG00000285643
NALF1	13	107163509	107867496	703987	ENSG00000204442
ENSG00000276740	13	107465983	107466674	691	ENSG00000276740
NALF1-IT1	13	107788341	107835451	47110	ENSG00000227248
ENSG00000286343	13	107868822	107933503	64681	ENSG00000286343
ENSG00000274718	13	107870382	107873372	2990	ENSG00000274718
LIG4	13	108207438	108218368	10930	ENSG00000174405
ABHD13	13	108218391	108234243	15852	ENSG00000139826
TNFSF13B	13	108251239	108308484	57245	ENSG00000102524
ENSG00000277246	13	108267319	108267734	415	ENSG00000277246
ENSG00000283384	13	108335353	108448316	112963	ENSG00000283384
MYO16	13	108596151	109208005	611854	ENSG00000041515
MYO16-AS2	13	109101260	109101919	659	ENSG00000229938
MYO16-AS1	13	109163901	109201483	37582	ENSG00000236242
LINC03061	13	109269633	109278512	8879	ENSG00000275216
LINC00370	13	109281972	109297690	15718	ENSG00000223617
LINC01067	13	109310134	109311773	1639	ENSG00000236053
LINC00399	13	109400695	109401641	946	ENSG00000229792
ENSG00000289901	13	109424171	109424332	161	ENSG00000289901
ENSG00000285534	13	109478738	109731700	252962	ENSG00000285534
LINC00676	13	109728281	109730007	1726	ENSG00000234854
IRS2	13	109752694	109786583	33889	ENSG00000185950
ENSG00000275741	13	109785830	109808252	22422	ENSG00000275741
ENSG00000275248	13	109805316	109805868	552	ENSG00000275248
ENSG00000274331	13	109984857	109986565	1708	ENSG00000274331
LINC03082	13	109988096	110129136	141040	ENSG00000275830
ENSG00000276269	13	110031100	110031567	467	ENSG00000276269
LINC00396	13	110053284	110054952	1668	ENSG00000231428
ENSG00000287575	13	110132002	110136906	4904	ENSG00000287575
COL4A1	13	110148962	110307157	158195	ENSG00000187498
COL4A2	13	110305811	110513209	207398	ENSG00000134871
COL4A2-AS2	13	110456395	110463287	6892	ENSG00000224821
COL4A2-AS1	13	110502574	110508179	5605	ENSG00000232814
ENSG00000289010	13	110520542	110520882	340	ENSG00000289010
RAB20	13	110523065	110561722	38657	ENSG00000139832
NAXD-AS1	13	110613081	110616353	3272	ENSG00000275880
NAXD	13	110615544	110639996	24452	ENSG00000213995
CARS2	13	110641411	110713603	72192	ENSG00000134905
ING1	13	110712735	110723339	10604	ENSG00000153487
LINC00567	13	110809675	110813084	3409	ENSG00000259831
PRECSIT	13	110863986	110870330	6344	ENSG00000255874
ANKRD10	13	110878539	110915069	36530	ENSG00000088448
ANKRD10-IT1	13	110894638	110899172	4534	ENSG00000229152
ENSG00000277767	13	110916003	110917827	1824	ENSG00000277767
ENSG00000290807	13	110945477	110971586	26109	ENSG00000290807
ENSG00000290808	13	110965703	110990579	24876	ENSG00000290808
LINC00368	13	111095837	111103097	7260	ENSG00000225870
ENSG00000286824	13	111096585	111113697	17112	ENSG00000286824
ARHGEF7-AS2	13	111113811	111115678	1867	ENSG00000235875
ARHGEF7	13	111114558	111305737	191179	ENSG00000102606
ARHGEF7-IT1	13	111122651	111144264	21613	ENSG00000233644
ARHGEF7-AS1	13	111144304	111144733	429	ENSG00000227352
ENSG00000285856	13	111148195	111153171	4976	ENSG00000285856
TEX29	13	111316183	111344249	28066	ENSG00000153495
ENSG00000204398	13	111588200	111672608	84408	ENSG00000204398
LINC02337	13	111596008	111642079	46071	ENSG00000215881
LINC00354	13	111865135	111901264	36129	ENSG00000226903
SOX1-OT	13	112056844	112108015	51171	ENSG00000224243
SOX1	13	112067148	112071706	4558	ENSG00000182968
ENSG00000260385	13	112083548	112085471	1923	ENSG00000260385
LINC00404	13	112105356	112106882	1526	ENSG00000229520
LINC01070	13	112197349	112201000	3651	ENSG00000260102
LINC01043	13	112313466	112321758	8292	ENSG00000260343
LINC01044	13	112322566	112331225	8659	ENSG00000223626
SPACA7	13	112376354	112434689	58335	ENSG00000153498
TUBGCP3	13	112485010	112588205	103195	ENSG00000126216
ENSG00000277159	13	112602827	112606417	3590	ENSG00000277159
ATP11AUN	13	112647043	112684497	37454	ENSG00000197595
ENSG00000274922	13	112686768	112689859	3091	ENSG00000274922
ATP11A	13	112690037	112887168	197131	ENSG00000068650
ATP11A-AS1	13	112745448	112754693	9245	ENSG00000232684
ENSG00000277545	13	112811565	112812158	593	ENSG00000277545
MCF2L	13	112894377	113099742	205365	ENSG00000126217
ENSG00000267868	13	112964834	112966131	1297	ENSG00000267868
MCF2L-AS1	13	112967483	112968824	1341	ENSG00000235280
ENSG00000289354	13	112969556	112969937	381	ENSG00000289354
ENSG00000269356	13	113008777	113009424	647	ENSG00000269356
ENSG00000269376	13	113009670	113010319	649	ENSG00000269376
F7	13	113105787	113120685	14898	ENSG00000057593
F10	13	113122798	113149529	26731	ENSG00000126218
F10-AS1	13	113128154	113128880	726	ENSG00000231882
ENSG00000283828	13	113149431	113154002	4571	ENSG00000283828
PROZ	13	113158647	113172386	13739	ENSG00000126231
ENSG00000269125	13	113165001	113165183	182	ENSG00000269125
PCID2	13	113177535	113208715	31180	ENSG00000126226
CUL4A	13	113208192	113267108	58916	ENSG00000139842
LAMP1	13	113297238	113323672	26434	ENSG00000185896
GRTP1	13	113324162	113364148	39986	ENSG00000139835
ENSG00000276434	13	113339449	113339958	509	ENSG00000276434
GRTP1-AS1	13	113351644	113361868	10224	ENSG00000225083
ADPRHL1	13	113399610	113453488	53878	ENSG00000153531
DCUN1D2	13	113455818	113490951	35133	ENSG00000150401
DCUN1D2-AS	13	113468900	113476135	7235	ENSG00000233613
TMCO3	13	113491020	113554590	63570	ENSG00000150403
ENSG00000276916	13	113511746	113514473	2727	ENSG00000276916
ENSG00000276248	13	113527259	113530621	3362	ENSG00000276248
TFDP1	13	113584720	113641473	56753	ENSG00000198176
ATP4B	13	113648803	113658198	9395	ENSG00000186009
GRK1	13	113667218	113737736	70518	ENSG00000185974
TMEM255B	13	113759225	113816995	57770	ENSG00000184497
GAS6-AS1	13	113815629	113845744	30115	ENSG00000233695
